,System Idenfitier,Location,Managing Device,Device Type,Position,Variable Identifier
0,VA,LS1,CA01,CAV1,D1127,PHA_CSET
1,VA,LS1,CA01,CAV1,D1127,AMPL_CSET
2,VA,LS1,CA01,SOL1,D1132,I_CSET
3,VA,LS1,CA01,DCH,D1132,I_CSET
4,VA,LS1,CA01,DCV,D1132,I_CSET
5,VA,LS1,CA01,CAV2,D1136,PHA_CSET
6,VA,LS1,CA01,CAV2,D1136,AMPL_CSET
7,VA,LS1,CA01,CAV3,D1142,PHA_CSET
8,VA,LS1,CA01,CAV3,D1142,AMPL_CSET
9,VA,LS1,CA01,SOL2,D1146,I_CSET
10,VA,LS1,CA01,DCH,D1146,I_CSET
11,VA,LS1,CA01,DCV,D1146,I_CSET
12,VA,LS1,CA01,CAV4,D1150,PHA_CSET
13,VA,LS1,CA01,CAV4,D1150,AMPL_CSET
14,VA,LS1,CA02,CAV1,D1161,PHA_CSET
15,VA,LS1,CA02,CAV1,D1161,AMPL_CSET
16,VA,LS1,CA02,SOL1,D1165,I_CSET
17,VA,LS1,CA02,DCH,D1165,I_CSET
18,VA,LS1,CA02,DCV,D1165,I_CSET
19,VA,LS1,CA02,CAV2,D1169,PHA_CSET
20,VA,LS1,CA02,CAV2,D1169,AMPL_CSET
21,VA,LS1,CA02,CAV3,D1176,PHA_CSET
22,VA,LS1,CA02,CAV3,D1176,AMPL_CSET
23,VA,LS1,CA02,SOL2,D1180,I_CSET
24,VA,LS1,CA02,DCH,D1180,I_CSET
25,VA,LS1,CA02,DCV,D1180,I_CSET
26,VA,LS1,CA02,CAV4,D1184,PHA_CSET
27,VA,LS1,CA02,CAV4,D1184,AMPL_CSET
28,VA,LS1,CA03,CAV1,D1195,PHA_CSET
29,VA,LS1,CA03,CAV1,D1195,AMPL_CSET
30,VA,LS1,CA03,SOL1,D1199,I_CSET
31,VA,LS1,CA03,DCH,D1199,I_CSET
32,VA,LS1,CA03,DCV,D1199,I_CSET
33,VA,LS1,CA03,CAV2,D1203,PHA_CSET
34,VA,LS1,CA03,CAV2,D1203,AMPL_CSET
35,VA,LS1,CA03,CAV3,D1209,PHA_CSET
36,VA,LS1,CA03,CAV3,D1209,AMPL_CSET
37,VA,LS1,CA03,SOL2,D1214,I_CSET
38,VA,LS1,CA03,DCH,D1214,I_CSET
39,VA,LS1,CA03,DCV,D1214,I_CSET
40,VA,LS1,CA03,CAV4,D1218,PHA_CSET
41,VA,LS1,CA03,CAV4,D1218,AMPL_CSET
42,VA,LS1,CB01,CAV1,D1229,PHA_CSET
43,VA,LS1,CB01,CAV1,D1229,AMPL_CSET
44,VA,LS1,CB01,SOL1,D1235,I_CSET
45,VA,LS1,CB01,DCH,D1235,I_CSET
46,VA,LS1,CB01,DCV,D1235,I_CSET
47,VA,LS1,CB01,CAV2,D1241,PHA_CSET
48,VA,LS1,CB01,CAV2,D1241,AMPL_CSET
49,VA,LS1,CB01,CAV3,D1245,PHA_CSET
50,VA,LS1,CB01,CAV3,D1245,AMPL_CSET
51,VA,LS1,CB01,CAV4,D1249,PHA_CSET
52,VA,LS1,CB01,CAV4,D1249,AMPL_CSET
53,VA,LS1,CB01,SOL2,D1255,I_CSET
54,VA,LS1,CB01,DCH,D1255,I_CSET
55,VA,LS1,CB01,DCV,D1255,I_CSET
56,VA,LS1,CB01,CAV5,D1261,PHA_CSET
57,VA,LS1,CB01,CAV5,D1261,AMPL_CSET
58,VA,LS1,CB01,CAV6,D1265,PHA_CSET
59,VA,LS1,CB01,CAV6,D1265,AMPL_CSET
60,VA,LS1,CB01,CAV7,D1269,PHA_CSET
61,VA,LS1,CB01,CAV7,D1269,AMPL_CSET
62,VA,LS1,CB01,SOL3,D1275,I_CSET
63,VA,LS1,CB01,DCH,D1275,I_CSET
64,VA,LS1,CB01,DCV,D1275,I_CSET
65,VA,LS1,CB01,CAV8,D1281,PHA_CSET
66,VA,LS1,CB01,CAV8,D1281,AMPL_CSET
67,VA,LS1,CB02,CAV1,D1293,PHA_CSET
68,VA,LS1,CB02,CAV1,D1293,AMPL_CSET
69,VA,LS1,CB02,SOL1,D1299,I_CSET
70,VA,LS1,CB02,DCH,D1299,I_CSET
71,VA,LS1,CB02,DCV,D1299,I_CSET
72,VA,LS1,CB02,CAV2,D1305,PHA_CSET
73,VA,LS1,CB02,CAV2,D1305,AMPL_CSET
74,VA,LS1,CB02,CAV3,D1309,PHA_CSET
75,VA,LS1,CB02,CAV3,D1309,AMPL_CSET
76,VA,LS1,CB02,CAV4,D1313,PHA_CSET
77,VA,LS1,CB02,CAV4,D1313,AMPL_CSET
78,VA,LS1,CB02,SOL2,D1319,I_CSET
79,VA,LS1,CB02,DCH,D1319,I_CSET
80,VA,LS1,CB02,DCV,D1319,I_CSET
81,VA,LS1,CB02,CAV5,D1325,PHA_CSET
82,VA,LS1,CB02,CAV5,D1325,AMPL_CSET
83,VA,LS1,CB02,CAV6,D1329,PHA_CSET
84,VA,LS1,CB02,CAV6,D1329,AMPL_CSET
85,VA,LS1,CB02,CAV7,D1333,PHA_CSET
86,VA,LS1,CB02,CAV7,D1333,AMPL_CSET
87,VA,LS1,CB02,SOL3,D1339,I_CSET
88,VA,LS1,CB02,DCH,D1339,I_CSET
89,VA,LS1,CB02,DCV,D1339,I_CSET
90,VA,LS1,CB02,CAV8,D1345,PHA_CSET
91,VA,LS1,CB02,CAV8,D1345,AMPL_CSET
92,VA,LS1,CB03,CAV1,D1356,PHA_CSET
93,VA,LS1,CB03,CAV1,D1356,AMPL_CSET
94,VA,LS1,CB03,SOL1,D1363,I_CSET
95,VA,LS1,CB03,DCH,D1363,I_CSET
96,VA,LS1,CB03,DCV,D1363,I_CSET
97,VA,LS1,CB03,CAV2,D1368,PHA_CSET
98,VA,LS1,CB03,CAV2,D1368,AMPL_CSET
99,VA,LS1,CB03,CAV3,D1372,PHA_CSET
100,VA,LS1,CB03,CAV3,D1372,AMPL_CSET
101,VA,LS1,CB03,CAV4,D1376,PHA_CSET
102,VA,LS1,CB03,CAV4,D1376,AMPL_CSET
103,VA,LS1,CB03,SOL2,D1383,I_CSET
104,VA,LS1,CB03,DCH,D1383,I_CSET
105,VA,LS1,CB03,DCV,D1383,I_CSET
106,VA,LS1,CB03,CAV5,D1388,PHA_CSET
107,VA,LS1,CB03,CAV5,D1388,AMPL_CSET
108,VA,LS1,CB03,CAV6,D1392,PHA_CSET
109,VA,LS1,CB03,CAV6,D1392,AMPL_CSET
110,VA,LS1,CB03,CAV7,D1396,PHA_CSET
111,VA,LS1,CB03,CAV7,D1396,AMPL_CSET
112,VA,LS1,CB03,SOL3,D1403,I_CSET
113,VA,LS1,CB03,DCH,D1403,I_CSET
114,VA,LS1,CB03,DCV,D1403,I_CSET
115,VA,LS1,CB03,CAV8,D1408,PHA_CSET
116,VA,LS1,CB03,CAV8,D1408,AMPL_CSET
117,VA,LS1,CB04,CAV1,D1420,PHA_CSET
118,VA,LS1,CB04,CAV1,D1420,AMPL_CSET
119,VA,LS1,CB04,SOL1,D1426,I_CSET
120,VA,LS1,CB04,DCH,D1426,I_CSET
121,VA,LS1,CB04,DCV,D1426,I_CSET
122,VA,LS1,CB04,CAV2,D1432,PHA_CSET
123,VA,LS1,CB04,CAV2,D1432,AMPL_CSET
124,VA,LS1,CB04,CAV3,D1436,PHA_CSET
125,VA,LS1,CB04,CAV3,D1436,AMPL_CSET
126,VA,LS1,CB04,CAV4,D1440,PHA_CSET
127,VA,LS1,CB04,CAV4,D1440,AMPL_CSET
128,VA,LS1,CB04,SOL2,D1446,I_CSET
129,VA,LS1,CB04,DCH,D1446,I_CSET
130,VA,LS1,CB04,DCV,D1446,I_CSET
131,VA,LS1,CB04,CAV5,D1452,PHA_CSET
132,VA,LS1,CB04,CAV5,D1452,AMPL_CSET
133,VA,LS1,CB04,CAV6,D1456,PHA_CSET
134,VA,LS1,CB04,CAV6,D1456,AMPL_CSET
135,VA,LS1,CB04,CAV7,D1460,PHA_CSET
136,VA,LS1,CB04,CAV7,D1460,AMPL_CSET
137,VA,LS1,CB04,SOL3,D1466,I_CSET
138,VA,LS1,CB04,DCH,D1466,I_CSET
139,VA,LS1,CB04,DCV,D1466,I_CSET
140,VA,LS1,CB04,CAV8,D1472,PHA_CSET
141,VA,LS1,CB04,CAV8,D1472,AMPL_CSET
142,VA,LS1,CB05,CAV1,D1484,PHA_CSET
143,VA,LS1,CB05,CAV1,D1484,AMPL_CSET
144,VA,LS1,CB05,SOL1,D1490,I_CSET
145,VA,LS1,CB05,DCH,D1490,I_CSET
146,VA,LS1,CB05,DCV,D1490,I_CSET
147,VA,LS1,CB05,CAV2,D1496,PHA_CSET
148,VA,LS1,CB05,CAV2,D1496,AMPL_CSET
149,VA,LS1,CB05,CAV3,D1500,PHA_CSET
150,VA,LS1,CB05,CAV3,D1500,AMPL_CSET
151,VA,LS1,CB05,CAV4,D1504,PHA_CSET
152,VA,LS1,CB05,CAV4,D1504,AMPL_CSET
153,VA,LS1,CB05,SOL2,D1510,I_CSET
154,VA,LS1,CB05,DCH,D1510,I_CSET
155,VA,LS1,CB05,DCV,D1510,I_CSET
156,VA,LS1,CB05,CAV5,D1516,PHA_CSET
157,VA,LS1,CB05,CAV5,D1516,AMPL_CSET
158,VA,LS1,CB05,CAV6,D1520,PHA_CSET
159,VA,LS1,CB05,CAV6,D1520,AMPL_CSET
160,VA,LS1,CB05,CAV7,D1524,PHA_CSET
161,VA,LS1,CB05,CAV7,D1524,AMPL_CSET
162,VA,LS1,CB05,SOL3,D1530,I_CSET
163,VA,LS1,CB05,DCH,D1530,I_CSET
164,VA,LS1,CB05,DCV,D1530,I_CSET
165,VA,LS1,CB05,CAV8,D1536,PHA_CSET
166,VA,LS1,CB05,CAV8,D1536,AMPL_CSET
167,VA,LS1,CB06,CAV1,D1548,PHA_CSET
168,VA,LS1,CB06,CAV1,D1548,AMPL_CSET
169,VA,LS1,CB06,SOL1,D1554,I_CSET
170,VA,LS1,CB06,DCH,D1554,I_CSET
171,VA,LS1,CB06,DCV,D1554,I_CSET
172,VA,LS1,CB06,CAV2,D1560,PHA_CSET
173,VA,LS1,CB06,CAV2,D1560,AMPL_CSET
174,VA,LS1,CB06,CAV3,D1564,PHA_CSET
175,VA,LS1,CB06,CAV3,D1564,AMPL_CSET
176,VA,LS1,CB06,CAV4,D1567,PHA_CSET
177,VA,LS1,CB06,CAV4,D1567,AMPL_CSET
178,VA,LS1,CB06,SOL2,D1574,I_CSET
179,VA,LS1,CB06,DCH,D1574,I_CSET
180,VA,LS1,CB06,DCV,D1574,I_CSET
181,VA,LS1,CB06,CAV5,D1580,PHA_CSET
182,VA,LS1,CB06,CAV5,D1580,AMPL_CSET
183,VA,LS1,CB06,CAV6,D1583,PHA_CSET
184,VA,LS1,CB06,CAV6,D1583,AMPL_CSET
185,VA,LS1,CB06,CAV7,D1587,PHA_CSET
186,VA,LS1,CB06,CAV7,D1587,AMPL_CSET
187,VA,LS1,CB06,SOL3,D1594,I_CSET
188,VA,LS1,CB06,DCH,D1594,I_CSET
189,VA,LS1,CB06,DCV,D1594,I_CSET
190,VA,LS1,CB06,CAV8,D1599,PHA_CSET
191,VA,LS1,CB06,CAV8,D1599,AMPL_CSET
192,VA,LS1,CB07,CAV1,D1611,PHA_CSET
193,VA,LS1,CB07,CAV1,D1611,AMPL_CSET
194,VA,LS1,CB07,SOL1,D1618,I_CSET
195,VA,LS1,CB07,DCH,D1618,I_CSET
196,VA,LS1,CB07,DCV,D1618,I_CSET
197,VA,LS1,CB07,CAV2,D1623,PHA_CSET
198,VA,LS1,CB07,CAV2,D1623,AMPL_CSET
199,VA,LS1,CB07,CAV3,D1627,PHA_CSET
200,VA,LS1,CB07,CAV3,D1627,AMPL_CSET
201,VA,LS1,CB07,CAV4,D1631,PHA_CSET
202,VA,LS1,CB07,CAV4,D1631,AMPL_CSET
203,VA,LS1,CB07,SOL2,D1637,I_CSET
204,VA,LS1,CB07,DCH,D1637,I_CSET
205,VA,LS1,CB07,DCV,D1637,I_CSET
206,VA,LS1,CB07,CAV5,D1643,PHA_CSET
207,VA,LS1,CB07,CAV5,D1643,AMPL_CSET
208,VA,LS1,CB07,CAV6,D1647,PHA_CSET
209,VA,LS1,CB07,CAV6,D1647,AMPL_CSET
210,VA,LS1,CB07,CAV7,D1651,PHA_CSET
211,VA,LS1,CB07,CAV7,D1651,AMPL_CSET
212,VA,LS1,CB07,SOL3,D1657,I_CSET
213,VA,LS1,CB07,DCH,D1657,I_CSET
214,VA,LS1,CB07,DCV,D1657,I_CSET
215,VA,LS1,CB07,CAV8,D1663,PHA_CSET
216,VA,LS1,CB07,CAV8,D1663,AMPL_CSET
217,VA,LS1,CB08,CAV1,D1675,PHA_CSET
218,VA,LS1,CB08,CAV1,D1675,AMPL_CSET
219,VA,LS1,CB08,SOL1,D1681,I_CSET
220,VA,LS1,CB08,DCH,D1681,I_CSET
221,VA,LS1,CB08,DCV,D1681,I_CSET
222,VA,LS1,CB08,CAV2,D1687,PHA_CSET
223,VA,LS1,CB08,CAV2,D1687,AMPL_CSET
224,VA,LS1,CB08,CAV3,D1691,PHA_CSET
225,VA,LS1,CB08,CAV3,D1691,AMPL_CSET
226,VA,LS1,CB08,CAV4,D1695,PHA_CSET
227,VA,LS1,CB08,CAV4,D1695,AMPL_CSET
228,VA,LS1,CB08,SOL2,D1701,I_CSET
229,VA,LS1,CB08,DCH,D1701,I_CSET
230,VA,LS1,CB08,DCV,D1701,I_CSET
231,VA,LS1,CB08,CAV5,D1707,PHA_CSET
232,VA,LS1,CB08,CAV5,D1707,AMPL_CSET
233,VA,LS1,CB08,CAV6,D1711,PHA_CSET
234,VA,LS1,CB08,CAV6,D1711,AMPL_CSET
235,VA,LS1,CB08,CAV7,D1715,PHA_CSET
236,VA,LS1,CB08,CAV7,D1715,AMPL_CSET
237,VA,LS1,CB08,SOL3,D1721,I_CSET
238,VA,LS1,CB08,DCH,D1721,I_CSET
239,VA,LS1,CB08,DCV,D1721,I_CSET
240,VA,LS1,CB08,CAV8,D1727,PHA_CSET
241,VA,LS1,CB08,CAV8,D1727,AMPL_CSET
242,VA,LS1,CB09,CAV1,D1739,PHA_CSET
243,VA,LS1,CB09,CAV1,D1739,AMPL_CSET
244,VA,LS1,CB09,SOL1,D1745,I_CSET
245,VA,LS1,CB09,DCH,D1745,I_CSET
246,VA,LS1,CB09,DCV,D1745,I_CSET
247,VA,LS1,CB09,CAV2,D1751,PHA_CSET
248,VA,LS1,CB09,CAV2,D1751,AMPL_CSET
249,VA,LS1,CB09,CAV3,D1755,PHA_CSET
250,VA,LS1,CB09,CAV3,D1755,AMPL_CSET
251,VA,LS1,CB09,CAV4,D1759,PHA_CSET
252,VA,LS1,CB09,CAV4,D1759,AMPL_CSET
253,VA,LS1,CB09,SOL2,D1765,I_CSET
254,VA,LS1,CB09,DCH,D1765,I_CSET
255,VA,LS1,CB09,DCV,D1765,I_CSET
256,VA,LS1,CB09,CAV5,D1771,PHA_CSET
257,VA,LS1,CB09,CAV5,D1771,AMPL_CSET
258,VA,LS1,CB09,CAV6,D1775,PHA_CSET
259,VA,LS1,CB09,CAV6,D1775,AMPL_CSET
260,VA,LS1,CB09,CAV7,D1779,PHA_CSET
261,VA,LS1,CB09,CAV7,D1779,AMPL_CSET
262,VA,LS1,CB09,SOL3,D1785,I_CSET
263,VA,LS1,CB09,DCH,D1785,I_CSET
264,VA,LS1,CB09,DCV,D1785,I_CSET
265,VA,LS1,CB09,CAV8,D1791,PHA_CSET
266,VA,LS1,CB09,CAV8,D1791,AMPL_CSET
267,VA,LS1,CB10,CAV1,D1802,PHA_CSET
268,VA,LS1,CB10,CAV1,D1802,AMPL_CSET
269,VA,LS1,CB10,SOL1,D1809,I_CSET
270,VA,LS1,CB10,DCH,D1809,I_CSET
271,VA,LS1,CB10,DCV,D1809,I_CSET
272,VA,LS1,CB10,CAV2,D1814,PHA_CSET
273,VA,LS1,CB10,CAV2,D1814,AMPL_CSET
274,VA,LS1,CB10,CAV3,D1818,PHA_CSET
275,VA,LS1,CB10,CAV3,D1818,AMPL_CSET
276,VA,LS1,CB10,CAV4,D1822,PHA_CSET
277,VA,LS1,CB10,CAV4,D1822,AMPL_CSET
278,VA,LS1,CB10,SOL2,D1829,I_CSET
279,VA,LS1,CB10,DCH,D1829,I_CSET
280,VA,LS1,CB10,DCV,D1829,I_CSET
281,VA,LS1,CB10,CAV5,D1834,PHA_CSET
282,VA,LS1,CB10,CAV5,D1834,AMPL_CSET
283,VA,LS1,CB10,CAV6,D1838,PHA_CSET
284,VA,LS1,CB10,CAV6,D1838,AMPL_CSET
285,VA,LS1,CB10,CAV7,D1842,PHA_CSET
286,VA,LS1,CB10,CAV7,D1842,AMPL_CSET
287,VA,LS1,CB10,SOL3,D1849,I_CSET
288,VA,LS1,CB10,DCH,D1849,I_CSET
289,VA,LS1,CB10,DCV,D1849,I_CSET
290,VA,LS1,CB10,CAV8,D1854,PHA_CSET
291,VA,LS1,CB10,CAV8,D1854,AMPL_CSET
292,VA,LS1,CB11,CAV1,D1866,PHA_CSET
293,VA,LS1,CB11,CAV1,D1866,AMPL_CSET
294,VA,LS1,CB11,SOL1,D1872,I_CSET
295,VA,LS1,CB11,DCH,D1872,I_CSET
296,VA,LS1,CB11,DCV,D1872,I_CSET
297,VA,LS1,CB11,CAV2,D1878,PHA_CSET
298,VA,LS1,CB11,CAV2,D1878,AMPL_CSET
299,VA,LS1,CB11,CAV3,D1882,PHA_CSET
300,VA,LS1,CB11,CAV3,D1882,AMPL_CSET
301,VA,LS1,CB11,CAV4,D1886,PHA_CSET
302,VA,LS1,CB11,CAV4,D1886,AMPL_CSET
303,VA,LS1,CB11,SOL2,D1892,I_CSET
304,VA,LS1,CB11,DCH,D1892,I_CSET
305,VA,LS1,CB11,DCV,D1892,I_CSET
306,VA,LS1,CB11,CAV5,D1898,PHA_CSET
307,VA,LS1,CB11,CAV5,D1898,AMPL_CSET
308,VA,LS1,CB11,CAV6,D1902,PHA_CSET
309,VA,LS1,CB11,CAV6,D1902,AMPL_CSET
310,VA,LS1,CB11,CAV7,D1906,PHA_CSET
311,VA,LS1,CB11,CAV7,D1906,AMPL_CSET
312,VA,LS1,CB11,SOL3,D1912,I_CSET
313,VA,LS1,CB11,DCH,D1912,I_CSET
314,VA,LS1,CB11,DCV,D1912,I_CSET
315,VA,LS1,CB11,CAV8,D1918,PHA_CSET
316,VA,LS1,CB11,CAV8,D1918,AMPL_CSET
317,VA,LS1,BTS,DCH,D1937,I_CSET
318,VA,LS1,BTS,DCV,D1937,I_CSET
319,VA,LS1,BTS,QH,D1942,I_CSET
320,VA,LS1,BTS,QV,D1950,I_CSET
321,VA,LS1,BTS,DCH,D1964,I_CSET
322,VA,LS1,BTS,DCV,D1964,I_CSET
323,VA,LS1,BTS,QH,D1969,I_CSET
324,VA,LS1,BTS,QV,D1976,I_CSET
325,VA,LS1,BTS,DCH,D1997,I_CSET
326,VA,LS1,BTS,DCV,D1997,I_CSET
327,VA,LS1,BTS,QH,D2002,I_CSET
328,VA,LS1,BTS,QV,D2013,I_CSET
329,VA,LS1,BTS,DCH,D2024,I_CSET
330,VA,LS1,BTS,DCV,D2024,I_CSET
331,VA,LS1,BTS,QH,D2029,I_CSET
332,VA,LS1,BTS,QV,D2042,I_CSET
333,VA,LS1,BTS,DCH,D2061,I_CSET
334,VA,LS1,BTS,DCV,D2061,I_CSET
335,VA,LS1,BTS,QV,D2066,I_CSET
336,VA,LS1,BTS,QH,D2073,I_CSET
337,VA,LS1,CH01,CAV1,D2085,PHA_CSET
338,VA,LS1,CH01,CAV1,D2085,AMPL_CSET
339,VA,LS1,CH01,CAV2,D2089,PHA_CSET
340,VA,LS1,CH01,CAV2,D2089,AMPL_CSET
341,VA,LS1,CH01,CAV3,D2096,PHA_CSET
342,VA,LS1,CH01,CAV3,D2096,AMPL_CSET
343,VA,LS1,CH01,CAV4,D2100,PHA_CSET
344,VA,LS1,CH01,CAV4,D2100,AMPL_CSET
345,VA,LS1,BTS,DCH,D2114,I_CSET
346,VA,LS1,BTS,DCV,D2114,I_CSET
347,VA,LS1,BTS,QV,D2118,I_CSET
348,VA,LS1,BTS,QH,D2126,I_CSET
349,VA,FS1,CH01,CAV1,D2137,PHA_CSET
350,VA,FS1,CH01,CAV1,D2137,AMPL_CSET
351,VA,FS1,CH01,CAV2,D2141,PHA_CSET
352,VA,FS1,CH01,CAV2,D2141,AMPL_CSET
353,VA,FS1,CH01,CAV3,D2148,PHA_CSET
354,VA,FS1,CH01,CAV3,D2148,AMPL_CSET
355,VA,FS1,CH01,CAV4,D2152,PHA_CSET
356,VA,FS1,CH01,CAV4,D2152,AMPL_CSET
357,VA,FS1,CSS,DH,D2163,I_CSET
358,VA,FS1,CSS,DH,D2169,I_CSET
359,VA,FS1,CSS,DH,D2174,I_CSET
360,VA,FS1,CSS,DH,D2180,I_CSET
361,VA,FS1,CSS,DCH,D2189,I_CSET
362,VA,FS1,CSS,DCV,D2189,I_CSET
363,VA,FS1,CSS,QH,D2194,I_CSET
364,VA,FS1,CSS,QV,D2202,I_CSET
365,VA,FS1,CSS,DCH,D2210,I_CSET
366,VA,FS1,CSS,DCV,D2210,I_CSET
367,VA,FS1,CSS,QH,D2215,I_CSET
368,VA,FS1,CSS,QV,D2220,I_CSET
369,VA,FS1,CSS,QV,D2254,I_CSET
370,VA,FS1,CSS,DCH,D2257,I_CSET
371,VA,FS1,CSS,DCV,D2257,I_CSET
372,VA,FS1,CSS,QH,D2260,I_CSET
373,VA,FS1,CSS,QV,D2272,I_CSET
374,VA,FS1,CSS,DCH,D2276,I_CSET
375,VA,FS1,CSS,DCV,D2276,I_CSET
376,VA,FS1,CSS,QH,D2280,I_CSET
377,VA,FS1,CSS,DH,D2290,I_CSET
378,VA,FS1,CSS,DH,D2296,I_CSET
379,VA,FS1,CSS,DH,D2302,I_CSET
380,VA,FS1,CSS,DH,D2308,I_CSET
381,VA,FS1,MGB01,CAV,D2320,PHA_CSET
382,VA,FS1,MGB01,CAV,D2320,AMPL_CSET
383,VA,FS1,MGB01,CAV,D2323,PHA_CSET
384,VA,FS1,MGB01,CAV,D2323,AMPL_CSET
385,VA,FS1,MGB01,CAV,D2327,PHA_CSET
386,VA,FS1,MGB01,CAV,D2327,AMPL_CSET
387,VA,FS1,MGB01,CAV,D2330,PHA_CSET
388,VA,FS1,MGB01,CAV,D2330,AMPL_CSET
389,VA,FS1,CSS,DCH,D2351,I_CSET
390,VA,FS1,CSS,DCV,D2351,I_CSET
391,VA,FS1,CSS,QH,D2356,I_CSET
392,VA,FS1,CSS,QH,D2362,I_CSET
393,VA,FS1,CSS,DCH,D2367,I_CSET
394,VA,FS1,CSS,DCV,D2367,I_CSET
395,VA,FS1,CSS,QV,D2372,I_CSET
396,VA,FS1,CSS,QH,D2377,I_CSET
397,VA,FS1,CSS,DCH,D2381,I_CSET
398,VA,FS1,CSS,DCV,D2381,I_CSET
399,VA,FS1,BBS,DH,D2394,I_CSET
400,VA,FS1,BBS,DCH,D2412,I_CSET
401,VA,FS1,BBS,DCV,D2412,I_CSET
402,VA,FS1,BBS,QH,D2416,I_CSET
403,VA,FS1,BBS,S,D2419,B3_CSET
404,VA,FS1,BBS,QV,D2424,I_CSET
405,VA,FS1,BBS,DH,D2435,I_CSET
406,VA,FS1,BBS,DH,D2453,I_CSET
407,VA,FS1,BBS,QV,D2463,I_CSET
408,VA,FS1,BBS,S,D2469,B3_CSET
409,VA,FS1,BBS,QH,D2472,I_CSET
410,VA,FS1,BBS,DCH,D2476,I_CSET
411,VA,FS1,BBS,DCV,D2476,I_CSET
412,VA,FS1,BBS,DH,D2494,I_CSET
413,VA,FS1,BMS,DCH,D2507,I_CSET
414,VA,FS1,BMS,DCV,D2507,I_CSET
415,VA,FS1,BMS,QV,D2511,I_CSET
416,VA,FS1,BMS,QH,D2515,I_CSET
417,VA,FS1,BMS,DCH,D2534,I_CSET
418,VA,FS1,BMS,DCV,D2534,I_CSET
419,VA,FS1,BMS,QV,D2539,I_CSET
420,VA,FS1,BMS,QH,D2563,I_CSET
421,VA,FS1,BMS,DCH,D2584,I_CSET
422,VA,FS1,BMS,DCV,D2584,I_CSET
423,VA,FS1,BMS,QV,D2590,I_CSET
424,VA,FS1,BMS,QH,D2597,I_CSET
425,VA,FS1,MGB02,CAV,D2606,PHA_CSET
426,VA,FS1,MGB02,CAV,D2606,AMPL_CSET
427,VA,FS1,MGB02,CAV,D2609,PHA_CSET
428,VA,FS1,MGB02,CAV,D2609,AMPL_CSET
429,VA,FS1,MGB02,CAV,D2613,PHA_CSET
430,VA,FS1,MGB02,CAV,D2613,AMPL_CSET
431,VA,FS1,MGB02,CAV,D2616,PHA_CSET
432,VA,FS1,MGB02,CAV,D2616,AMPL_CSET
433,VA,FS1,BMS,DCH,D2640,I_CSET
434,VA,FS1,BMS,DCV,D2640,I_CSET
435,VA,FS1,BMS,QH,D2645,I_CSET
436,VA,FS1,BMS,QV,D2654,I_CSET
437,VA,FS1,BMS,DCH,D2662,I_CSET
438,VA,FS1,BMS,DCV,D2662,I_CSET
439,VA,FS1,BMS,QH,D2666,I_CSET
440,VA,FS1,BMS,QH,D2679,I_CSET
441,VA,FS1,BMS,DCH,D2688,I_CSET
442,VA,FS1,BMS,DCV,D2688,I_CSET
443,VA,FS1,BMS,QV,D2693,I_CSET
444,VA,FS1,BMS,QH,D2698,I_CSET
445,VA,SVR,,RATE,,
446,VA,SVR,,CNT,,
447,VA,SVR,,NOISE,,
448,VA,SVR,,BEAM,,
449,VA,SVR,,STATUS,,
450,VA,SVR,,MpsStatus,,
451,VA,LS1,CA01,CAV1,D1127,PHA_RSET
452,VA,LS1,CA01,CAV1,D1127,PHA_RD
453,VA,LS1,CA01,CAV1,D1127,AMPL_RSET
454,VA,LS1,CA01,CAV1,D1127,AMPL_RD
455,VA,LS1,CA01,BPM,D1129,X_RD
456,VA,LS1,CA01,BPM,D1129,Y_RD
457,VA,LS1,CA01,BPM,D1129,PHA_RD
458,VA,LS1,CA01,BPM,D1129,ENG_RD
459,VA,LS1,CA01,SOL1,D1132,I_RSET
460,VA,LS1,CA01,SOL1,D1132,I_RD
461,VA,LS1,CA01,DCH,D1132,I_RSET
462,VA,LS1,CA01,DCH,D1132,I_RD
463,VA,LS1,CA01,DCV,D1132,I_RSET
464,VA,LS1,CA01,DCV,D1132,I_RD
465,VA,LS1,CA01,CAV2,D1136,PHA_RSET
466,VA,LS1,CA01,CAV2,D1136,PHA_RD
467,VA,LS1,CA01,CAV2,D1136,AMPL_RSET
468,VA,LS1,CA01,CAV2,D1136,AMPL_RD
469,VA,LS1,CA01,CAV3,D1142,PHA_RSET
470,VA,LS1,CA01,CAV3,D1142,PHA_RD
471,VA,LS1,CA01,CAV3,D1142,AMPL_RSET
472,VA,LS1,CA01,CAV3,D1142,AMPL_RD
473,VA,LS1,CA01,BPM,D1144,X_RD
474,VA,LS1,CA01,BPM,D1144,Y_RD
475,VA,LS1,CA01,BPM,D1144,PHA_RD
476,VA,LS1,CA01,BPM,D1144,ENG_RD
477,VA,LS1,CA01,SOL2,D1146,I_RSET
478,VA,LS1,CA01,SOL2,D1146,I_RD
479,VA,LS1,CA01,DCH,D1146,I_RSET
480,VA,LS1,CA01,DCH,D1146,I_RD
481,VA,LS1,CA01,DCV,D1146,I_RSET
482,VA,LS1,CA01,DCV,D1146,I_RD
483,VA,LS1,CA01,CAV4,D1150,PHA_RSET
484,VA,LS1,CA01,CAV4,D1150,PHA_RD
485,VA,LS1,CA01,CAV4,D1150,AMPL_RSET
486,VA,LS1,CA01,CAV4,D1150,AMPL_RD
487,VA,LS1,WA01,BPM,D1155,X_RD
